"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"840","Koper",524,115.25,2.7,1.9,1.1,6.8,4.2,2.4,0,0,1020.9,1020.6375,1020.4,69.7,48.5375,42.7,15.5,13.9375,13,28.5,23.725,21.1,123.5,"6",155.466666666667
"593","Koper",158,26,1.4,1.1625,0.7,2.8,2.15,1.5,1.0375,9.9,1015.8,1015.3375,1014.9,92.9,90.8375,87.6,11.1,9.375,8.5,20.8,20.1125,19.6,88.65,"9",83.4333333333333
"568","Koper",77,16,2.2,1.475,0.5,4.3,2.825,1.6,0.675,5.2,1008.9,1008.35,1007.9,90.4,88.575,82.1,10.5,10,9.5,22.5,21.75,20.8,101.3,"8",101.45
"2390","Ljubljana",88.9,12.975,3.7,1.525,0.5,8,3.775,1.4,1.7,13.6,986.2,983.9625,981.8,92.9,89.9,85.2,5.7,3.8375,2.3,14.6,12.2125,11.3,67.7,"10",112.783333333333
"1218","Koper",27,3.375,3.1,2.4625,2.1,7.5,5.8375,4.6,0,0,1028.3,1026.925,1026.2,55.4,49.3375,44.3,-7.4,-7.95,-8.7,7.7,6.95,6.5,68.2,"11",58.5166666666667
"1605","Ljubljana",4,0.5,2,1.0875,0.7,3.5,2.4,1.7,0,0,973.9,971.1,969.1,85.1,82.9875,80,-5.8,-6.4125,-6.7,-1.3,-1.5,-2,54.35,"1",38.5666666666667
"388","Koper",15,1.875,3.8,2.5,1.1,12.2,6.1375,2.7,0.1,0.8,1004.5,1003.2875,1002.2,76,71.0625,66.1,-1.7,-1.9,-2.3,9.1,8.825,8.3,63.85,"2",88.1666666666667
"2286","Ljubljana",531,138,1.4,0.7375,0.3,2.5,1.7625,0.9,0,0,983.1,982.8,982.4,86.2,77.975,65.5,9.3,7.6625,6.4,18.9,15.4,13.5,92.65,"6",79.95
"462","Koper",77,19.5,3.6,2.7,2.2,7.9,5.575,4.6,0,0,1010.1,1008.9875,1008.4,56.1,48.5,43.4,1.2,0.4125,-0.3,14.5,14.2125,13.9,102.05,"5",107.316666666667
"2363","Ljubljana",153,28.625,1.9,1,0.4,3.6,2.4625,1.8,0,0,983.5,983.2125,982.8,90.1,87.2125,79.1,7.9,7.0625,6.1,16.1,14.8375,14.3,48.9,"9",120.5
"962","Koper",38,5.75,2.5,1.6125,0.5,3.8,2.8375,1.1,0,0,1013.7,1013.175,1012.7,86.4,81.9625,77.9,-2.9,-3.9625,-4.8,6,5.05,4.5,90.25,"3",90.3833333333333
"2316","Ljubljana",470.9,112.2,1,0.6,0.4,2.8,1.8125,1.1,0,0,986.2,985.6625,985.3,91.9,83.1,69.6,13.9,12.225,11.3,20,16.625,14.6,110.2,"7",77.7333333333333
"241","Koper",14.4,2.775,14.5,5.25,2.3,20.5,8.0125,4.1,2.0125,16.1,999.6,997.8125,996.4,86.1,77.125,71,7.3,4.8625,0.3,20.2,18.7375,15.2,82.65,"9",116.616666666667
"2357","Ljubljana",343,66.125,0.7,0.3375,0.1,2,1.225,0.7,0,0,988.5,988.125,987.9,85.6,81.275,75,11.7,9.725,9,18.5,17.4375,16.3,108.9,"8",126.15
"1691","Ljubljana",154,29.25,0.4,0.3125,0.2,2.4,1.65,0.9,0.0125,0.1,980.3,980.025,979.6,93.6,91.0375,87.8,5.6,5.25,5,13.9,12.6125,11.9,71.3,"4",75.8166666666667
"1546","Ljubljana",18,2.25,1.1,0.8375,0.3,3.5,2.375,1.2,0,0,985.9,984.3875,983.6,55.5,46.9625,43.6,-9.6,-10.4625,-10.9,0.7,0.1625,-1.1,65.25,"11",39.05
"231","Koper",310,56,2.4,1.3625,0.5,3.7,2.3375,1.4,0,0,1017.2,1016.0875,1015.5,74.4,69.7375,59.3,11.3,10.4875,10,23,19.725,18.3,125.7,"9",115.033333333333
"1391","Ljubljana",242,70.125,1.1,0.7125,0.4,2.2,1.775,1.3,0,0,969.9,968.85,968.3,87.4,80.5,72.5,3.8,3.525,2.9,13.7,11.7,10.4,102.25,"5",106.016666666667
"2452","Ljubljana",17,2.125,1.1,0.6375,0.2,2,1.3375,0.7,0,0,993.5,992.475,991.9,95.5,91.425,87,-3.1,-4.325,-5.6,-1.1,-2.6375,-3.8,62.45,"12",21.7666666666667
"1906","Ljubljana",4,0.5,2.5,1.175,0.6,5.5,2.825,1.2,0,0,990.5,987.85,985.8,94.9,92.2375,89.6,-1.7,-2.65,-3.5,4.4,2.95,1.1,64.55,"12",36.6
"564","Koper",23,5.625,2.9,2.025,1.2,4.8,3.3125,2.3,0.2125,1.7,1014.7,1013.725,1013.3,85,78.9875,72.1,9,8.3625,7.9,20,19.75,19.4,93.75,"8",109.3
"634","Koper",98,12.5,2.2,1.5375,1.1,3.4,2.7125,2.3,0,0,1022.4,1021.925,1021.4,86.7,85.1,83.1,7.2,6.425,6,10.5,9.8125,8.9,67.15,"11",76.55
"532","Koper",427,92,2.6,1.9625,1.3,4,3.0625,2.1,0,0,1015.2,1014.6875,1014.4,70.1,64.1375,44.1,15.5,14.3875,14,28.7,22.725,20.8,146.45,"7",149.816666666667
"1259","Koper",2,0.25,2.2,1.5,0.8,3.5,2.75,1.8,0,0,1025.5,1024.525,1023.7,89.4,88.825,87.7,1.7,1.0625,0.5,4.8,4.2875,3.5,21.8,"12",68.3666666666667
"2007","Ljubljana",160,26.625,2.7,0.9875,0.4,5.3,2.55,1.6,0,0,980.8,979.5875,978.4,65.5,62.5875,57.5,-3.9,-4.45,-4.9,5.8,4.525,3.9,89.5,"4",95.0666666666667
"31","Koper",3.9,0.4875,5.3,3.2125,2,11.6,8.3125,4.8,0.05,0.3,1005.8,1000.875,998,61.4,52.05,41.9,-7.2,-7.6875,-8.5,7.7,7.325,6.8,75.6,"2",57.5833333333333
"1200","Koper",140,18.125,4.8,2.6875,1.3,9.6,6.3375,4.2,0,0,1027,1025.025,1023.9,55,51.575,49,3.2,2.075,1.6,16.6,15.575,14.8,66.5,"10",55.2666666666667
"779","Koper",323,52.125,2.8,1.9,1.2,4.1,3.2125,2.4,0,0,1018,1017.5875,1017.2,43.6,35.9625,27.8,-5.2,-5.7625,-6.2,11.6,7.7625,6,109.1,"4",109.116666666667
"1184","Koper",16,2,2.5,2.1625,1.5,6.4,5.375,3.7,0.7375,5.9,1018.8,1018.3375,1017.9,74.9,64.875,50.8,-1.7,-1.925,-2.2,14.3,12.4875,10.8,65.4,"10",63.3333333333333
"115","Koper",326,77.875,3,1.7875,0.6,7.3,3.6375,1.6,0,0.4,1016.7,1015.8,1015.5,84.8,75.65,49.5,7.1,6.5125,6.1,22.3,17.925,16,95.1,"5",103.4
"686","Koper",2,0.25,2.9,2,1.4,5.7,3.6375,2.2,0,0,1022,1019.95,1017.7,72.6,54.7875,48,-9.2,-9.5125,-10.3,3.8,2.525,1.6,71.8,"12",48.95
"2142","Ljubljana",0,0,2.1,0.95,0.3,4.8,2.2,0.8,0.575,4.6,973.2,972.5,971.6,97.6,97.375,97,-3.9,-4.8625,-6.7,1.2,1.0625,0.9,41.65,"1",24.7166666666667
"874","Koper",502,107.25,2.3,1.575,0.7,3.6,2.6125,1.4,0,0,1018.5,1018,1017.6,70.4,64.1375,53.3,12.2,10.8375,10.1,23.6,20.55,18.9,163.8,"7",121.233333333333
"1345","Ljubljana",40.7,9.1375,4.3,1.425,0.2,9.8,3.7375,1.2,1.425,11.1,984.3,981.475,978.8,94.6,91.05,78.6,0.1,-0.1625,-0.5,9.8,8.2125,7.7,105.15,"4",99.65
"883","Koper",422,89,2.3,1.8875,1.3,4.1,3.2,2.8,0,0,1011.4,1010.775,1010.3,61.9,59.0125,54.9,18.8,16.1375,15.1,29.6,26.5625,24.9,165.45,"7",165.65
"529","Koper",428,97.75,3.4,2.1,1.1,8.7,4,2.1,0,0,1018.4,1018.2125,1018,76.4,67.3875,46.2,13.1,12.4125,11.8,28.6,24.7625,22.4,146,"7",115.766666666667
"421","Koper",41,6.75,1.7,1.2,0.6,2.8,2.25,1.3,0,0,1018.5,1017.3875,1016.8,96.7,93.5,89.7,5.5,4.4,3.4,11.2,10.5,9.9,124.005,"3",151.416666666667
"134","Koper",531.9,105.2,4.5,2.9,1.4,8.2,5.05,2.8,0,0,1010.9,1010.2,1009.8,63.7,59.2,49.8,0.9,0.6,0,17.3,15.1875,13.6,129.6,"5",99.8333333333333
"1667","Ljubljana",275,48.625,0.9,0.5625,0.1,2.4,1.925,1.1,0,0,980.9,980.0625,979.7,84.9,78.1125,67.6,5.7,4.4875,3.5,8.1,6.2,4.5,116.35,"3",105.316666666667
"397","Koper",8,1,1.9,1.35,0.5,4.2,2.3375,1,0,0,1012.6,1011.7625,1011.3,82.6,79.9625,76.6,0.2,0.0375,-0.2,10.6,10.1,9.8,58.4,"2",70.3166666666667
"2117","Ljubljana",440,98.625,0.8,0.425,0,2.5,1.7875,0.5,0,3.7,983.7,983.275,982.8,98.9,92.5125,82.3,9.9,6.4,5.4,15.2,12.9625,11.4,98.65,"8",70.5833333333333
"277","Koper",78.7,10.55,2.2,1.8,1.5,3.9,3,2.6,0,0,1020.9,1020.1625,1019.7,82.4,79.6625,75.2,8,7.8875,7.7,19.1,17.5,16.8,85.85,"10",92.3333333333333
"2222","Ljubljana",367,60.125,2.6,1.4375,0.3,5.2,3.175,1.4,0,0,977.8,976.8375,976.1,73.7,69.0375,61.5,3.7,2.9625,1.9,13.3,11.3875,10.3,94.65,"4",83
"626","Koper",138,17.875,4.7,3.1875,2,11.7,8.7125,5.1,0,0,1020,1019.0625,1018.4,57.3,54.275,49,0.2,-0.275,-0.9,13.9,12.9,12.3,58.65,"10",63.25
"265","Koper",18.9,3.35,5.5,3.8,1.9,17.8,9.575,4.2,1.0625,8.6,1011.2,1007.1125,1005.1,75.8,66.1625,59.3,6,5.1875,4.5,20.1,17.925,13.9,87.65,"10",86.4
"1432","Ljubljana",465,102.375,3.4,1.3875,0.3,7.5,3.6375,1.3,0.1875,1.5,979.6,978.5875,978.2,92.5,86.8375,76.5,13.8,11.675,9.8,20.6,18.1625,16.9,106.3,"7",109.25
"1661","Ljubljana",127,20.375,1.3,0.5375,0.1,2.4,1.65,0.8,0,0,975.7,975.15,974.8,91.7,89.925,88,-5,-6.05,-6.3,4.2,3.675,3,60.1,"3",78.4666666666667
"1121","Koper",434,87.625,2.3,1.7625,1.2,5.1,3.675,2.6,0,0,1022.3,1021.5,1020.9,65,55.525,36.3,11.4,9.6,8.4,26,20.275,17.3,112.75,"8",100.783333333333
"2043","Ljubljana",486,113.875,1.1,0.5,0.3,2.4,1.875,1.3,0,0,993,992.225,991.1,86.7,79.55,62.5,5.6,4.4875,3.8,15.4,12.2125,10.1,112.75,"5",113.066666666667
"1839","Ljubljana",60,9.625,3.5,1.7,0.7,6.8,3.8375,2,0,1.3,977.9,977.3,976.8,93.1,87.325,80.6,8.6,7.6875,6.7,17.2,16,14.8,82.45,"10",94.75
"1573","Ljubljana",2,0.25,3,2.3375,1.2,6.6,5.05,3,0,0,991,990.35,989.8,86,84.925,84.2,0.4,0.175,-0.1,9.6,9.4125,9.3,45,"12",14.6833333333333
"1114","Koper",127,20.25,5,2.5375,1.1,6.8,4.625,1.8,0.1125,0.9,1011.6,1011.2125,1010.7,84.6,74.7375,51.7,13.2,11.9375,10.1,25.3,23.9375,22.9,106.95,"8",154.316666666667
"2215","Ljubljana",290,50.125,0.8,0.6125,0.3,2.8,1.75,1,0,0,976.9,976.3375,975.8,78,69.6875,57.8,7.6,7.1125,6.7,12.8,10.3625,8.6,97.8,"4",87.8666666666667
"1250","Koper",4,0.5,2.5,1.8625,1.5,6.8,3.7,2.7,0,0,1031.1,1029.925,1029.1,83.2,74.3375,59.3,-4.4,-6.7375,-7.8,5.1,2.975,1.8,61.85,"12",52.1833333333333
"161","Koper",378,98.375,2,1.5375,1.1,4.3,3.0625,2.1,0,0,1019.8,1018.775,1018.3,66.3,55.8125,39,5.4,4.475,3.6,21.7,18.125,16.1,92.9,"6",116.716666666667
"581","Koper",298,53,2.6,1.7625,0.9,3.7,2.9,2,0,0,1016.2,1015.825,1015.5,88,82.0875,70.4,13.2,11.7,11.2,22.6,19.1,17.8,130,"9",96.1666666666667
"981","Koper",36,4.75,2.3,1.85,1.2,4.3,3.5875,2.8,0.3375,2.7,1014.9,1014.4125,1013.9,85.8,72.8625,61,-0.1,-0.525,-1,12.8,12.475,12.1,105.35,"3",115.3
"743","Koper",50,6.25,4,3.3375,2.1,10.8,9.2375,6.7,0,0,1008.9,1007.8875,1006.9,53.6,48.625,41.7,-3.5,-3.8875,-4.2,10,9.5,9.2,75.3,"2",81.1166666666667
"114","Koper",411,86.125,1.9,1.4125,0.9,3.8,2.65,1.4,0,0,1015,1014.125,1013.5,88.9,81.9,67.5,8.3,7.275,6.8,19.4,16.4875,15.3,112.8,"5",106.8
"1251","Koper",7,0.875,2.9,2.375,1.9,4.4,3.7125,2.9,0,0,1037.2,1036.9625,1036.6,65.9,64.4875,62.4,0.4,-0.6625,-1.7,1.7,0.65,-0.2,64.65,"12",52.2833333333333
"660","Koper",12,1.5,1.7,1.2625,0.9,3.2,2.3375,1.8,0.025,0.1,1014.8,1014.25,1013.9,94.1,93.5375,92.9,3,2.6625,2.4,12.6,11.8875,11.2,57.15,"11",44.7666666666667
"1974","Ljubljana",22,2.75,2.1,1.4,1.1,5,3.475,2.5,0,0,979.3,977.4875,976.1,85.1,75.0625,69.2,-1.6,-2.1125,-2.7,7.7,7.4625,7.2,83.2,"3",76.45
"1367","Ljubljana",71,17.25,1.8,1.025,0.4,3.7,2.25,1.5,0.15,2.3,986.2,984.6375,983.7,95.5,93.2875,90.8,7.1,6.5125,6.1,14.1,13.2125,12.5,82.15,"5",89.9166666666667
"2260","Ljubljana",509,121.25,0.6,0.325,0.1,1.9,1.1625,0.5,0,0,984.9,984.3875,984.2,87.2,79.4125,64.3,11.3,8.1875,7.4,16.3,12.85,11,125.1,"5",98.8166666666667
"1712","Ljubljana",182,43.125,4.7,3.25,1,11.4,9.05,6.2,0,0,978.5,977.025,976.1,46.8,41.4,37.9,0.9,0.1,-0.3,15.5,14.3875,13.7,86.4,"5",81.9333333333333
"526","Koper",290,76.75,2.7,1.825,0.6,4.1,2.8875,1.2,0,2.8,1010,1009.55,1009.1,85.9,79.7,67.6,10.8,9.375,8.6,23.2,19.7125,18.1,135.25,"7",104.816666666667
"1270","Ljubljana",2,0.25,0.9,0.575,0.3,2.3,1.5875,0.8,0,0,988.5,987.8625,987.3,92.2,87.65,81.8,0,-0.25,-0.7,4.5,3.1625,2,31.6,"1",34.0833333333333
"1770","Ljubljana",96,18.75,1.2,0.675,0.3,2.6,1.7625,1,0.1,0.8,978.6,978.1375,977.8,97.1,94.9375,92.2,11,10.3625,10,17.5,16.9125,16.6,88,"7",105.033333333333
"2305","Ljubljana",507,91.25,2.3,0.9875,0.4,5.5,2.3875,1.3,0,0,987.1,985.5,984.2,85.2,76.5875,52.9,10.5,8.975,7.8,21,18.525,17.5,108.6,"7",101.733333333333
"1596","Ljubljana",13,1.625,2,1.025,0.5,3.8,2.7875,1.9,0,0,979.4,979.275,979.1,95.2,93.6625,92.4,-3.6,-3.9,-4.2,5.7,5.0875,4.5,56.95,"1",43.45
"238","Koper",222,35,2,1.7125,1.3,3.1,2.775,2,0,0,1019,1018.15,1017.7,77.2,74.4,66.1,5.6,4.725,4.2,18.5,15.775,15,126.1,"9",89.1166666666667
"2034","Ljubljana",270,45.875,2.6,0.875,0.3,6.8,2.525,1.5,0,0,980.7,979.125,978,91.6,86.7,76.9,2.4,1.875,1.3,10.6,8.5125,7.5,104.95,"5",80.2833333333333
"487","Koper",370,76.75,1.9,1.2875,0.8,2.9,2.3,1.6,0,0,1011.5,1011.125,1010.8,83.9,77.475,57.6,5.3,5.0125,4.8,20.5,17.175,15.7,112.05,"5",122.433333333333
"1107","Koper",463,91.875,3.5,2.15,1.4,7.6,4.475,2.9,0,0,1013.9,1013.4,1012.9,81.1,70.25,47.7,17.5,14.6875,13.7,29.9,25.4625,23.6,126.3,"7",144.333333333333
"1233","Koper",9,1.125,2.3,1.9875,1.6,7.2,5.1625,4.1,0,0,1030,1028.225,1027.2,37.1,34.7875,33.3,-9.9,-11.125,-11.8,4.2,3.8375,3.5,62.55,"11",60.3166666666667
"2107","Ljubljana",433,103.125,1.8,0.2875,0,4.1,1.325,0,0,0,979.5,978.5875,977.7,78.5,71.0875,60.8,18.8,16.1375,15.1,25.8,23.4375,22.1,132.35,"7",162.483333333333
"8","Koper",1.6,0.2,2.2,1.375,1,3.4,2.275,1.7,0,0,1026.4,1025.8875,1025.4,71.9,68.65,65.3,-2.1,-3.4125,-4.2,6.6,5.9625,5.1,61.3,"1",52.65
"2446","Ljubljana",3.9,0.4875,3.3,2.4125,1.9,7.3,5.8375,4.5,0.1125,0.9,983.3,980.425,978.3,86.2,81.225,75.6,-0.8,-2.5625,-4.9,8.3,5.725,3.8,64.35,"11",30.7333333333333
"983","Koper",99,15.5,7.3,5.725,4.4,19.4,14.7,10.9,0,0,1001.6,999.2125,997.4,46.9,42.3875,39.2,-4.4,-5.0375,-5.6,11.7,10.675,10.4,90,"3",105.45
"50","Koper",25.9,3.35,3.7,2.55,1.7,7.9,5.8625,4.7,0.0625,0.2,1008.1,1006.375,1005.6,78.4,62.675,54.7,-12.6,-12.875,-13,1.6,1.125,0,82.5,"2",87.3
"29","Koper",5.8,0.725,2.3,1.4875,0.5,3.7,2.4875,1.1,0,0.2,1016.5,1015.1875,1014.4,88.7,83.5625,78.9,1,0.0875,-1.5,8,7.65,7,45.1,"2",55.7333333333333
"144","Koper",521,118.125,2.3,1.6375,0.9,3.8,2.975,2.3,0,0,1018.1,1017.3875,1017,84.9,77.4,58.3,8,6.225,5.6,20,16.575,14.8,123.05,"6",106.4
"1001","Koper",196,34.75,1.5,1.05,0.9,2.5,1.875,1.4,0,0,1007.5,1006.075,1005.3,92.7,90.6125,81.3,1.5,1.2125,0.9,13.1,12.1875,11.1,86.65,"4",85.2666666666667
"1558","Ljubljana",6,0.75,0.5,0.35,0.2,1.7,1.275,0.9,0,0,992.3,991.3125,990.8,92,90.7375,89.3,-3.8,-4.525,-5.3,-2.9,-3.625,-4.2,7.15,"12",8.75
"652","Koper",45,5.625,2.4,1.7,1.1,3.9,2.975,2.2,0,0,1024.4,1023.4375,1022.7,92.1,89.7375,87.8,-1.4,-1.55,-1.7,7.9,7.45,7.1,31.4,"11",71.1333333333333
"1160","Koper",118,24.125,2.1,1.6125,1.1,4.1,3.0625,2.2,0,0,1016.6,1015.7875,1015.1,84.2,81.525,76.2,10.6,9.9125,9,23.9,22.1875,21.4,89.05,"9",117.483333333333
"385","Koper",18,2.25,6.8,4.2125,3,14.1,8.8,5.5,0.6,4.8,1004.6,1002.275,999.8,81.1,75.0375,68.7,-1.6,-1.8,-2.1,12.7,11.9125,11.4,86.55,"2",89.2166666666667
"1765","Ljubljana",226,43.5,2,1.275,0.9,3.6,2.55,2.1,0,0.6,975.1,974.4625,973.9,96.6,94.2,88.3,12.8,10.4375,9,16.7,15.5625,14.8,49.85,"7",128.316666666667
"87","Koper",9.7,1.6375,5.1,2.475,1,7.5,4.725,3.1,0.6625,3.1,994.6,993.4625,992.7,94,87.225,78.4,0.8,-0.4375,-2.4,14,10.75,8.8,90.95,"3",99.8166666666667
"1947","Ljubljana",7,0.875,1.6,0.9,0.5,3.3,2.1125,1.6,0,0,969.5,968.8625,968.3,99.3,98.925,97.8,-8.3,-9.075,-9.4,-2.5,-2.6875,-2.9,11.55,"2",43.2333333333333
"1513","Ljubljana",39,7.375,1.3,0.75,0.3,2.7,1.65,0.9,0,0,991.7,989.85,988.7,88.8,85.0375,80.8,9.5,5.6125,2.5,6.8,6.0875,5.5,38.4,"10",72.85
"1873","Ljubljana",8,1,1.7,1.1125,0.7,4.3,2.8,1.7,1.7,5.5,969.9,969.225,968.4,97.6,95.95,90.2,0,0,0,9.5,8.8375,8,46.15,"11",44.3666666666667
"691","Koper",3,0.375,2.7,1.8,1.1,4.1,3.2375,2.4,0,0,1033,1032.15,1031.5,77.5,74.05,69.8,2.3,0.5,-0.7,3.1,2.5,1.9,62.15,"1",71.9666666666667
"120","Koper",507.6,108.05,2,1.5625,1.3,3.3,2.675,2.2,0,8.2,1012.5,1011.8125,1011.4,72.8,66.5875,51.6,9.1,7.9,7.1,22.8,17.85,16.1,120.6,"5",97.5
"2186","Ljubljana",29,3.875,1.5,1.075,0.6,2.7,2.075,1.4,0.2,1.6,973.8,971.8,970.7,95.5,94.9125,93.1,-5.4,-5.575,-5.8,2.4,2.0875,1.5,42.85,"3",63.0333333333333
"2392","Ljubljana",239,37.5,1.5,0.725,0.2,3.5,2,1.1,0,0,989.1,988.725,988.2,95.1,88.3125,78.6,1.2,0.0499999999999999,-1.6,8.8,6.8125,5.8,73.25,"10",62.7333333333333
"2221","Ljubljana",379,74.625,4,2.0625,0.4,7.8,4.7,1.3,0,0,978.5,978.125,977.9,82,68.35,54.9,4.1,3.125,2.4,14.2,11.1375,8.3,95.4,"4",67.1666666666667
"1980","Ljubljana",167,23.375,2.6,1.125,0.5,4.5,2.55,1.4,0,0,996.4,995.925,995.5,71.9,63.9625,56.6,-2.6,-3.675,-4.4,3.2,0.9875,-0.9,102.75,"3",80.8833333333333
"788","Koper",325,53.625,2.5,1.6125,0.8,4.2,2.8,1.6,0,0,1025.8,1025.2375,1024.6,73.7,68.6,58.3,4.1,3.7875,3.3,12.3,8.5625,7.4,126.3,"4",120.95
"608","Koper",193,30.875,2.8,2.125,1.6,4,3.1625,2.6,0,0,1016.3,1016.0125,1015.9,81.4,79.0625,69.6,4.2,2.975,2.4,15.6,12.5625,11.8,84.25,"10",76.3166666666667
"173","Koper",145,39.375,3.6,2.6125,1.9,8.7,6.7125,4.9,0,0,1023.1,1022.175,1021.7,51.1,46.975,42.9,12.2,11.25,10.9,25.7,24.9875,24.5,128.9,"7",127.7
"1035","Koper",166,36.75,2.2,1.5625,1,3.6,2.9375,2.2,0.125,3,1002.4,1001.3125,1000.8,87.9,85.275,82.6,5,3.725,3.1,15.9,15.1125,14.8,108.5,"5",105.05
"28","Koper",3.3,0.4125,3.8,1.5125,0.6,6.7,3.05,1.3,0.05,0.4,1022.3,1019.65,1017.5,94.2,91.3875,79.4,6,1.8,-0.2,6.7,6.05,5.7,52.7,"1",60.7666666666667
"550","Koper",405,82.375,2.5,1.8125,0.9,3.8,2.8625,1.6,0,0,1014.2,1013.8875,1013.7,77.9,72.6875,56.5,14.4,10.8125,9.9,25,20.9,19.1,127.65,"8",122.416666666667
"615","Koper",114,16,2.9,1.675,0.9,4.7,3.2375,1.7,0,0,1016.1,1015.3625,1014.7,86.1,83.1125,77.4,9.3,8.7,8.1,21.1,19.5,18.7,95.85,"10",94.25
"2243","Ljubljana",117,26.625,1.7,0.95,0.4,4.8,2.55,1.5,0.0625,0.5,988.5,987.3625,986.7,78.8,68.2625,57.7,1.3,0.925,0.4,11.6,10.5125,9.9,99.8,"5",91.1166666666667
"517","Koper",524.9,113.575,3.2,2.4375,1.8,7.3,5.2125,4,0.1,0.8,1024.3,1022.5875,1021.1,88.2,65.2625,39.3,8.3,6.2,5.1,23.6,19.925,18.1,134.05,"7",107.916666666667
"2050","Ljubljana",511,117.875,1.1,0.5,0,3,1.875,0.6,0,0.3,974.3,974.0625,973.9,91.6,82.3625,70.7,10,8.1,7.4,18.7,16.2875,14.6,111.1,"5",97.7833333333333
"1875","Ljubljana",10,1.25,1.6,1.125,0.7,2.7,2.25,1.6,0,0,990.6,989.2125,987.9,99.4,99.1875,98.9,-1.4,-1.55,-1.7,5,4.425,4,4.8,"11",37.5333333333333
"1940","Ljubljana",12,1.5,1.6,1.1375,0.8,3.7,2.7875,2.1,0,0,980.6,978.825,977.5,89,86.475,84.1,-6.2,-7.05,-7.6,1.8,1.65,1.4,55.1,"1",27.35
"984","Koper",255,41.25,4.1,1.95,0.9,6.5,4.55,1.6,0,0,1007.2,1005.125,1004.2,59.8,50.275,40.9,-4.3,-4.45,-4.6,10.6,8.2125,5.8,98.8,"3",95.4666666666667
"1485","Ljubljana",325,60.625,1.4,0.7875,0.3,2.7,1.75,1.1,0,0,987,985.7875,985.1,94.8,86.5625,76.7,12.5,10.8125,10.2,19.7,17.5125,15.6,100.5,"9",80.5166666666667
"1421","Ljubljana",461,94.125,1.3,0.6125,0.3,2.1,1.7375,1.2,0,0,984.4,983.5375,983,86.7,78.7625,68,9.1,6.4375,5.7,17.8,15.125,14,84.75,"6",95.7833333333333
"624","Koper",20,2.625,2.8,1.8375,1.1,4.8,3.325,2,0,0,1007.6,1007.225,1006.9,63.8,58,51.4,-1.7,-2.1125,-2.6,12.7,11.1,9.4,53.25,"10",79.8666666666667
"7","Koper",4,0.5,2.6,1.775,1.2,4.4,3.325,2.2,0,0,1020.2,1019.55,1019.2,89,86.2375,84.4,0.4,-0.025,-0.5,5.7,4.975,4.5,55.3,"1",50.5666666666667
"1068","Koper",159,49,5.6,4.3875,3.4,12.7,9.0875,7.7,0.0125,0,1007.3,1006.825,1006.3,73.5,66.9625,63.9,8.8,8.1125,7.6,23.5,22.55,21.7,91.4,"6",100.8
"1695","Ljubljana",54,12.125,1.3,0.425,0.1,2.4,1.35,0.4,0.1875,1.7,970.9,970.0125,969.4,97.7,96.8125,95.6,4.5,4.3,4.1,13.3,12.6375,12.4,75,"4",71.1666666666667
"954","Koper",5,0.625,5.4,3.7375,1.9,9.6,7.8,6.2,1.7,13.6,1015.2,1013.475,1012.1,91,86.8125,77.5,1.2,0.975,0.1,14,12.975,12.5,79.7,"2",77.7333333333333
"561","Koper",161,33.75,2.6,2.0125,1.6,4.8,3.7375,3.1,0,0.8,1012.8,1012.2625,1011.7,71.5,67.5375,61.7,9.2,8.725,8.3,23.9,22.0375,21.3,106.35,"8",97.1666666666667
"1782","Ljubljana",407,80.375,1.6,0.375,0.1,2.5,1.175,0.7,0,0,981.9,981.45,981.2,96.1,92.275,87.2,14.4,10.8125,9.9,18,16.6375,15.6,110.7,"8",95.6666666666667
"814","Koper",285,73.875,2.6,1.6125,1.2,4.4,3.3375,2.4,0,0,1016,1014.525,1013.5,86.8,71.9625,35.8,8.4,6.1875,5.2,22.4,18,15.6,120.95,"5",112.283333333333
"556","Koper",18,4.5,3.5,1.875,1.1,8.1,3.575,2.5,1.725,13.8,1007.8,1007.025,1006.1,89.3,80.725,75.9,11.1,10.475,9.2,25,23.3875,21.3,110.95,"8",112.016666666667
"1458","Ljubljana",402,87.875,0.8,0.55,0.3,1.9,1.4375,0.8,0,0,982.9,982.6375,982.5,84.8,76.875,65.9,19.9,17.6125,16.8,25.6,23.05,21.3,171.35,"8",150.25
"1330","Ljubljana",261,42.375,1.6,0.925,0.5,3.2,2.1875,1.3,0,0,978.5,978.0625,977.5,79.4,69.725,57.2,-5.6,-6.275,-6.6,3.1,1,-0.7,103.9,"3",94.1833333333333
"1896","Ljubljana",11,1.375,0.7,0.4625,0.3,1.6,1.15,0.9,0,0,985.9,985.1625,984.5,93,89.625,82.3,-1.1,-2.2875,-3.2,0.5,-0.8625,-1.5,9.35,"12",26.5833333333333
