"Datum","Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","Mesec","Predviden_O3","Predviden_PM10"
"631","2014-10-30","Koper",108,13.875,0,2.3,2,1.7,3.6,3.325,2.8,0,0,1022.9,1021.85,1021.5,80.7,78.025,71.1,2.6,2.25,1.8,8.5,7.225,6.7,"NIZKA","SREDNJA","10",75.2666666666667,24.3
"632","2014-10-31","Koper",80,10.375,0,2.4,2.0125,1.6,4.1,3.65,2.8,0,0,1026.1,1025.675,1025.4,71.5,66.225,58.8,4.1,2.65,1.6,11.4,9.9125,8.8,"NIZKA","SREDNJA","10",78.9666666666667,25.8
"633","2014-11-01","Koper",87,11.375,0,2.8,2.275,1.9,4.3,3.425,3,0,0,1025.1,1024.5,1024.1,79.5,76.4625,70.9,7.8,6.5375,5.8,10.5,9.3125,8.5,"NIZKA","SREDNJA","11",78.9,25.2
"634","2014-11-02","Koper",98,12.5,0,2.2,1.5375,1.1,3.4,2.7125,2.3,0,0,1022.4,1021.925,1021.4,86.7,85.1,83.1,7.2,6.425,6,10.5,9.8125,8.9,"NIZKA","SREDNJA","11",76.55,22.5333333333333
"635","2014-11-03","Koper",67,8.5,0,2.2,1.45,0.6,3.6,2.6,1.5,0,0,1020.1,1019.675,1019.4,90.9,88.275,83.9,4.4,3.5875,2.9,11.5,10.5125,10.1,"NIZKA","SREDNJA","11",73.4166666666667,22.5666666666667
"636","2014-11-04","Koper",84,10.625,0,5.9,4.8125,2.9,11.1,8.9875,6.9,0,0,1015.1,1013.7375,1012.9,76.3,74.375,68.8,3.7,3.1625,2.2,16.9,16.4125,15.9,"NIZKA","SREDNJA","11",80.4666666666667,24.6666666666667
"637","2014-11-05","Koper",26,3.375,0,7.4,7.1625,6.8,15,13,11.9,0,0,1006.6,1005.4125,1004.5,65.2,63.9375,63,4.9,4.6875,4.4,18.9,18.5875,18.4,"NIZKA","SREDNJA","11",89.9166666666667,25.2666666666667
"638","2014-11-06","Koper",12,1.5,0,3.3,2.325,1.2,7.4,4.85,3.1,0.1625,6.2,1008.4,1007.5875,1007,78.4,75.3125,71.8,6.1,5.8625,5.6,17.9,17.525,16.9,"NIZKA","SREDNJA","11",100.166666666667,27.1
"639","2014-11-07","Koper",21,2.625,0,1.9,1.3,0.6,3.6,2.6875,1.5,0.6875,0.7,1009.5,1008.95,1008.6,94.4,91.85,84.8,6.8,6,5.2,17,16.4125,16,"NIZKA","SREDNJA","11",90.9833333333333,28.3
"640","2014-11-08","Koper",23,2.875,0,3.9,2.5875,1.8,10.2,6.8875,3.3,0.2875,2.2,1012,1010.675,1010,87.5,80.3375,73.9,7,6.1,5.5,17.8,17.4625,17,"NIZKA","SREDNJA","11",76.8833333333333,27.9666666666667
"641","2014-11-09","Koper",27,3.375,0,1.8,1.625,1,2.8,2.5,1.5,0,0,1013,1012.5625,1012.2,90.4,88.0375,84.3,4.3,3.9625,3.7,14.7,13.7,13.2,"VISOKA","SREDNJA","11",70.6833333333333,25.2666666666667
"642","2014-11-10","Koper",37,4.625,0,2.5,1.65,0.8,4.5,2.9625,1.7,0,0,1016.8,1016.1125,1015.8,89.9,84.0375,78.5,5.1,4.725,4.5,17.1,15.65,14.3,"NIZKA","SREDNJA","11",69.5166666666667,26.9
"643","2014-11-11","Koper",25,3.125,0,3.7,2.6875,1.1,7.7,6.0375,4.3,0,0,1016.9,1016.35,1015.9,74,71.875,69.7,5.8,5.55,5.4,18.1,17.9,17.6,"VISOKA","SREDNJA","11",77.1666666666667,31.1333333333333
"644","2014-11-12","Koper",15,1.875,0,1.3,1,0.7,3.2,2.075,1.2,0.1,1.2,1009.9,1008.3375,1007.2,92.4,89.9875,84,5.3,4.6125,3.6,16,15.1875,14.8,"NIZKA","SREDNJA","11",78.2333333333333,36.6666666666667
"645","2014-11-13","Koper",22,2.75,0,1.6,1.15,0.4,3,2.15,1,0.1125,0.5,1006.5,1004.85,1003.8,93.5,91.325,86.7,4.5,3.65,3.4,14.7,14.4,14.1,"NIZKA","NIZKA","11",75.55,32.7333333333333
"646","2014-11-14","Koper",54,6.75,0,2.4,1.75,1.2,3.9,2.8,1.8,0,0,1013.9,1013.3625,1013.1,83.8,82.6,81.7,4.3,4.15,4.1,11.4,11.075,10.7,"NIZKA","NIZKA","11",64.1166666666667,27.9666666666667
"647","2014-11-15","Koper",26,3.25,0,1.9,1.325,0.8,3.3,2.6,1.8,0.025,1.4,1013.1,1012.6125,1012.3,84.9,79.2,74.3,3.1,2.725,2.3,14.7,14.0875,13.6,"NIZKA","SREDNJA","11",54.45,24.5
"648","2014-11-16","Koper",42,5.25,0,6.4,3.725,1.8,15,7.8875,5,0.3375,1.5,1006.3,1005.025,1003.7,77.1,71.7625,68.2,4.3,3.35,2.6,17.4,16.075,15.4,"NIZKA","SREDNJA","11",61.35,22.1333333333333
"649","2014-11-17","Koper",43,5.375,0,2.4,1.85,1.3,3.9,3.025,2,0,1,1009.5,1008.0625,1007.3,90,87.675,84.4,1.4,0.675,0.3,11.4,10.225,9.4,"NIZKA","SREDNJA","11",72.2166666666667,19.6
"650","2014-11-18","Koper",9,1.125,0,6.7,4.6625,2.9,11.3,8.7625,7,0.7375,4.9,1006.2,1003.5,1001.9,84.8,77.8625,74.4,0,0,0,13.2,12.8375,12.5,"NIZKA","SREDNJA","11",77.9333333333333,13.9333333333333
"651","2014-11-19","Koper",14,1.75,0,1.9,1.1125,0.5,3.3,1.9875,1.1,0,0,1012.8,1010.875,1009.7,89.7,87.3,83.7,-1.2,-1.8375,-2.1,10.5,10.1125,9.8,"NIZKA","SREDNJA","11",77.9333333333333,11.9666666666667
"652","2014-11-20","Koper",45,5.625,0,2.4,1.7,1.1,3.9,2.975,2.2,0,0,1024.4,1023.4375,1022.7,92.1,89.7375,87.8,-1.4,-1.55,-1.7,7.9,7.45,7.1,"NIZKA","NIZKA","11",71.1333333333333,14.3
"653","2014-11-21","Koper",29,3.625,0,2.2,1.7875,1.5,3.4,2.975,2.2,0,0,1024,1023.525,1023.3,90,87.85,83.7,-0.6,-0.9875,-1.5,8.5,7.725,7.4,"NIZKA","NIZKA","11",58.05,19.7666666666667
"654","2014-11-22","Koper",22,2.75,0,2.3,1.825,1.5,3.5,2.8625,2.4,0,0,1023.9,1023.4875,1023.2,91.8,90.175,86.3,5.1,4.0125,3.3,8.2,7.125,6.5,"NIZKA","SREDNJA","11",46.0333333333333,23.6333333333333
"655","2014-11-23","Koper",20,2.5,0,2.6,1.7,1.2,4,2.8625,2.3,0,0,1027.1,1026.1375,1025.9,92.9,92.1,91.3,6.8,5.7375,5,7.2,6.775,6.2,"NIZKA","NIZKA","11",46.0333333333333,26.2
"656","2014-11-24","Koper",20,2.5,0,2,1.6,1.1,3.3,2.9875,2.5,0,0,1025.8,1025.025,1024.5,94.1,93.5875,92.9,9.4,6.4125,5.5,7.1,6.325,5.5,"NIZKA","NIZKA","11",48.75,27.3
"657","2014-11-25","Koper",20,2.5,0,2,1.7125,1.2,3.4,2.8625,2.3,0,0,1022.4,1021.5625,1021,92.4,91.45,90.4,7.4,7.0125,6.4,8.6,8.025,7.7,"NIZKA","NIZKA","11",45.3,29.6666666666667
"658","2014-11-26","Koper",5,0.625,0,2.8,2.5125,2.3,6.6,5.55,4.7,0,0,1020.7,1019.3,1018.5,57.2,53.9125,52.2,-1.7,-2.2875,-2.6,9.3,9.2125,9.1,"VISOKA","NIZKA","11",41.5,31.3666666666667
"659","2014-11-27","Koper",7,0.875,0,1.6,1.225,0.8,2.9,2.2875,1.4,0,0.1,1016.6,1015.6875,1014.9,74.8,67.875,60.1,1.8,1.0125,-0.4,9.6,9.35,9.1,"VISOKA","NIZKA","11",45.1,32.9
"660","2014-11-28","Koper",12,1.5,0,1.7,1.2625,0.9,3.2,2.3375,1.8,0.025,0.1,1014.8,1014.25,1013.9,94.1,93.5375,92.9,3,2.6625,2.4,12.6,11.8875,11.2,"NIZKA","NIZKA","11",44.7666666666667,36.7333333333333
"661","2014-11-29","Koper",8,1,0,1.8,1.225,0.5,3.6,2.55,1.4,0.025,0.2,1015,1014.725,1014.5,95.1,92.25,86.6,5,3.8625,3.1,14.7,14.1,13.5,"VISOKA","NIZKA","11",47.2333333333333,35.3333333333333
"662","2014-11-30","Koper",5,0.625,0,2,1.3,0.9,3.1,2.35,1.8,0,0.9,1014,1013.6125,1013.2,95,94.3875,93.8,5,4.475,4,13.8,13.6125,13.4,"VISOKA","NIZKA","11",44.2333333333333,35.7333333333333
"663","2014-12-01","Koper",0,0,0,5.6,4.1,1.3,11.8,8.6875,3.2,0.1875,0.6,1006.8,1004.4375,1002.8,94.2,79.2625,73.4,5.8,5.125,3.9,18.7,17.7625,15.4,"NIZKA","NIZKA","12",43.6333333333333,33.6666666666667
"664","2014-12-02","Koper",4,0.5,0,3.7,2.075,1.1,7.9,4.75,2.6,0.025,0.2,1004.5,1003.8375,1003.5,79.2,70.0625,65.4,2.2,1.9625,1.6,11,10.3,9.9,"NIZKA","NIZKA","12",43.45,32.6
"665","2014-12-03","Koper",4,0.5,0,3.2,2.4,1.4,7.9,5.7125,4,0,0.4,1011.1,1009.7875,1008.7,64.1,60.525,58.9,0,-0.0625,-0.4,9.3,8.7375,8.3,"NIZKA","NIZKA","12",39.9833333333333,26.2
"666","2014-12-04","Koper",0,0,0,3,2.3125,1.7,9.1,5.925,4,1.5875,12.3,1014.8,1013.675,1012.9,81.5,74.4125,65,0.7,0.3625,0,9.2,8.5125,7.7,"NIZKA","NIZKA","12",40.4833333333333,18.1
"667","2014-12-05","Koper",6,0.75,0,2,1.475,0.8,3.7,3,1.5,0.0375,0.6,1015.2,1015.0375,1014.9,77.9,74.3625,70.8,1.4,1,0.7,10.3,9.7875,9.3,"NIZKA","NIZKA","12",33.5666666666667,15.9
"668","2014-12-06","Koper",4,0.5,0,2,1.4,0.8,2.9,2.3875,1.9,0.15,0.9,1014.1,1013.4375,1012.9,89.8,82.6125,73.9,1.3,1.0875,0.7,9.9,8.8875,8,"NIZKA","NIZKA","12",36.6666666666667,16.3
"669","2014-12-07","Koper",7,0.875,0,2.7,2.225,1.4,6.4,5.55,4.2,0.0125,0.1,1015.2,1014.975,1014.7,56,55.175,53.9,-1.8,-2.25,-2.4,10.3,10,9.7,"NIZKA","NIZKA","12",40.2666666666667,14.4333333333333
"670","2014-12-08","Koper",10,1.25,0,3.4,1.925,1.1,7.5,4.725,3.4,0,0,1015.9,1015.625,1015.3,63.2,58.375,54,-2.7,-2.9375,-3.1,10.7,10.3875,10.2,"NIZKA","NIZKA","12",39.3666666666667,10.6
"671","2014-12-09","Koper",6,0.75,0,4,3.2625,2.1,11,8.6,6.6,0,0,1016.2,1014.775,1014,52.7,48.3,45.3,-5.2,-5.525,-5.9,9.5,8.7,8,"NIZKA","NIZKA","12",41.4833333333333,7.6
"672","2014-12-10","Koper",4,0.5,0,3.2,1.9625,0.9,8.2,5.8,2.8,0,0,1023.2,1023,1022.7,39.1,34.175,30.8,-3.5,-5.125,-6.2,7.7,6.95,6,"NIZKA","SREDNJA","12",44.1666666666667,10.7666666666667
"673","2014-12-11","Koper",4.9,0.6125,0,2.7,1.825,1,4.3,3.225,2.2,0,0,1019.2,1018.5125,1018,57.3,53.8125,50.9,-1.1,-2.2875,-3.2,5.7,4.95,4.2,"NIZKA","SREDNJA","12",54.7333333333333,14.3666666666667
"674","2014-12-12","Koper",6,0.75,0,2.5,1.7375,1.1,4.1,3.05,2.3,0,0,1020,1019.6,1019,81.6,77.575,72.9,-1.2,-1.9375,-2.4,2.8,2.5375,2.1,"NIZKA","NIZKA","12",62.7833333333333,19
"675","2014-12-16","Koper",0,0,0,1.7,1.25,0.6,2.6,2.1375,1.1,0.0625,0.5,1018.4,1016.5625,1015,92,90.55,88.4,0.5,0.375,0.1,11.2,10.3875,9.7,"NIZKA","NIZKA","12",56.55,24.4
"676","2014-12-17","Koper",1,0.125,0,2.2,1.475,1,6.7,4.2,2.7,0,0,1011.5,1010.025,1008.8,77.6,66.0625,57.4,0,-0.9,-1.8,12.3,11.975,11.3,"NIZKA","SREDNJA","12",54.2833333333333,24.3
"677","2014-12-18","Koper",4,0.5,0,2.1,1.6875,1,3.4,2.7,1.6,0,0,1018.4,1015.6875,1014,89.4,87,83.2,-0.7,-1.2875,-2.2,9.3,7.7875,6.3,"NIZKA","NIZKA","12",55.9,21.8666666666667
"678","2014-12-19","Koper",3,0.375,0,1.8,1.375,0.9,3.1,2.3875,1.7,0,0,1022.9,1022.5125,1022.2,84.4,82.4625,79,6.1,4.95,3.3,9.7,8.9125,8.2,"NIZKA","NIZKA","12",60.4666666666667,17.5333333333333
"679","2014-12-20","Koper",1,0.125,0,2.5,1.5125,0.6,3.9,2.475,1.2,0.05,0.4,1022.6,1021.75,1021.3,92.2,87.5,78.7,4.1,3.4125,1.8,11.5,10.7875,10.5,"NIZKA","NIZKA","12",54.6166666666667,19.9
"680","2014-12-21","Koper",3,0.375,0,3.2,1.9875,0.8,4.8,3.4375,1.6,0,0,1025.7,1023.3875,1021.6,91,85.4875,76.3,-1.7,-2.65,-3.5,10.8,7.925,5.7,"NIZKA","SREDNJA","12",37.5333333333333,24.7666666666667
"681","2014-12-22","Koper",1,0.125,0,2.3,1.7375,1.2,4.2,2.925,2.2,0,0,1031.6,1030.5,1029.6,90.6,87.2125,83.8,1.2,-0.9875,-2.5,7.6,7.05,6.5,"NIZKA","NIZKA","12",43.05,27.3333333333333
"682","2014-12-23","Koper",0,0,0,2.8,1.7,1.1,4.5,2.9375,2,0,0,1028.6,1028.1625,1027.9,78.7,76.6875,74.2,8.2,7.575,7,9.3,9.05,8.7,"NIZKA","NIZKA","12",44.6166666666667,27.2
"683","2014-12-24","Koper",1,0.125,0,2.6,1.6625,0.9,3.9,2.6,1.5,0,0,1028.3,1027.6875,1027.2,83.4,80.125,77.8,9.1,8.275,6.5,8.9,8.5125,8.2,"VISOKA","NIZKA","12",52.6666666666667,27.6666666666667
"684","2014-12-25","Koper",1,0.125,0,1.8,1.2625,0.6,3.2,2.3,1.2,0,0,1024.1,1023.2875,1022.8,85.3,83.95,82.9,-0.2,-1.7,-3,9.5,9.3,9.1,"VISOKA","NIZKA","12",47.35,34.4333333333333
"685","2014-12-26","Koper",1,0.125,0,3.1,2.2,1.1,8.4,5.5375,1.8,0.0625,0.5,1022,1020.75,1019.4,81.9,62.8875,51.7,-5,-6.1625,-6.9,9.2,8.075,6.8,"NIZKA","SREDNJA","12",42.4166666666667,41.5
"686","2014-12-27","Koper",2,0.25,0,2.9,2,1.4,5.7,3.6375,2.2,0,0,1022,1019.95,1017.7,72.6,54.7875,48,-9.2,-9.5125,-10.3,3.8,2.525,1.6,"NIZKA","SREDNJA","12",48.95,31.2333333333333
"687","2014-12-28","Koper",0,0,0,5.2,3.0625,1.5,13.7,8.15,4.5,0,0,996.7,996.0375,995.4,73,61.225,53.4,-7.7,-8.025,-8.7,4.6,4.2,3.5,"NIZKA","SREDNJA","12",56.7666666666667,17.5666666666667
"688","2014-12-30","Koper",2,0.25,0,4,2.8875,2.2,9.4,7.1125,5.2,0,0,1030.1,1029.275,1027.8,40.7,35.5375,30.1,-14.3,-14.75,-15.1,1,0.3375,0.1,"NIZKA","SREDNJA","12",70.1833333333333,5.1
"689","2014-12-31","Koper",8,1,0,4.6,3.7375,2.3,11.3,9.175,7.3,0,0,1030.1,1029.7125,1029.5,46.8,43.4,32,-11.2,-11.45,-11.7,-0.5,-0.8125,-1,"NIZKA","SREDNJA","12",69.0333333333333,9.46666666666667
"690","2015-01-01","Koper",2,0.25,0,7.5,4.875,2.4,10.6,9.3,6,0,0,1034,1033.325,1032.3,40.8,28.2625,16.8,-2.8,-5.05,-7.1,2.6,1.85,1.4,"NIZKA","SREDNJA","1",70.3166666666667,11.1666666666667
"691","2015-01-02","Koper",3,0.375,0,2.7,1.8,1.1,4.1,3.2375,2.4,0,0,1033,1032.15,1031.5,77.5,74.05,69.8,2.3,0.5,-0.7,3.1,2.5,1.9,"NIZKA","SREDNJA","1",71.9666666666667,16.4
"692","2015-01-03","Koper",2,0.25,0,2.5,1.8,1.1,4.1,3.4625,2.8,0,0,1027.7,1027.0375,1026.5,84.7,82.8125,80.8,3.8,1.5,-0.3,4.2,2.925,2.1,"VISOKA","NIZKA","1",71.1333333333333,19.0333333333333
"693","2015-01-04","Koper",2,0.25,0,2.9,1.6125,0.9,5.2,2.7875,1.5,0,0,1018.8,1017.075,1015.8,88.6,83.5625,80.7,-0.9,-2.65,-3.9,8.1,6.65,4.1,"NIZKA","SREDNJA","1",62.8166666666667,28.8666666666667
"694","2015-01-05","Koper",2,0.25,0,3,2.175,0.8,4.8,3.5875,1.7,0,0,1029.2,1028.6,1027.6,61.3,53.9,48.9,-7.4,-7.9625,-8.7,1.8,1.4125,1,"NIZKA","SREDNJA","1",65.5833333333333,31.0666666666667
"695","2015-01-06","Koper",2,0.25,0,2.5,1.7875,1.2,3.9,2.95,1.9,0,0,1024.5,1023.2125,1022.6,69.8,67.725,65.5,-2.4,-3.875,-5,2,1.4375,0.5,"NIZKA","SREDNJA","1",70.2833333333333,28.3
"696","2015-01-07","Koper",1,0.125,0,1.9,1.45,0.9,2.9,2.375,1.6,0,0,1028.9,1028.175,1027.8,68.4,67.025,65.3,-3,-5.2,-7,5.8,4.6875,3.6,"NIZKA","SREDNJA","1",78.05,20.6
"697","2015-01-08","Koper",1,0.125,0,1.6,1.2,0.8,2.5,2.175,1.6,0,0,1032.7,1032.3125,1032,73.9,69.525,66.4,-3.7,-5.075,-5.5,7.5,7,6.4,"VISOKA","NIZKA","1",73.45,21.2333333333333
"698","2015-01-09","Koper",1,0.125,0,2.1,1.05,0.5,3.6,2.1125,0.9,0,0,1032.3,1031.7125,1031.1,81.2,76.45,70,-0.6,-1.65,-3.5,9.2,8.6875,8.3,"VISOKA","NIZKA","1",67.2,31.5
"699","2015-01-10","Koper",2,0.25,0,1.5,1.0875,0.6,2.9,2.1125,1.5,0,0,1021.8,1020.55,1019.6,84.5,81.4625,78.4,4.9,3.75,2.7,8.4,7.7875,7.3,"VISOKA","NIZKA","1",56.3,41.2666666666667
"700","2015-01-11","Koper",2,0.25,0,2.5,1.3625,0.8,8.4,3.2,1.7,0,0,1016.9,1014.8625,1012.4,93,91.6125,85.4,5.5,2.15,0.2,12.2,9.225,7.4,"VISOKA","SREDNJA","1",44.2166666666667,48.3666666666667
"701","2015-01-12","Koper",6,0.75,0,2.9,2.0625,1.2,4.8,3.925,2.2,0,0,1026.6,1025.5,1024.4,70.5,65.8125,61.4,-4.3,-6.4625,-7.5,4.9,2.825,2.2,"NIZKA","SREDNJA","1",45.9333333333333,46.9
"702","2015-01-13","Koper",3,0.375,0,2.9,1.9,0.7,4.7,3.3875,1.5,0,0,1028.5,1028.1375,1028,76.9,65.7875,57.9,2.9,-0.6375,-3.1,9.4,7.95,5.6,"NIZKA","SREDNJA","1",58.1333333333333,37.4
"703","2015-01-14","Koper",3,0.375,0,2.8,2.4,1.6,4.5,3.85,2.7,0,0,1023.6,1022.175,1021.4,89.3,86.4125,83.6,-2.8,-2.9125,-3,5.1,4.425,3.9,"NIZKA","SREDNJA","1",69.9333333333333,27.8
"704","2015-01-15","Koper",1,0.125,0,2.5,1.475,0.9,4.6,2.85,2.1,0,0,1022.3,1021.3625,1020.9,92.6,88.475,81.1,-3.1,-3.8875,-4.5,8.5,6.2625,4.5,"VISOKA","NIZKA","1",71.8333333333333,24
"705","2015-01-16","Koper",1,0.125,0,1.9,1.125,0.6,3.3,2.4125,1.5,0.0125,0.1,1019.6,1018.75,1018.3,92.5,88.225,80.9,-0.6,-0.8,-1.1,9.7,8.6375,7.7,"NIZKA","SREDNJA","1",57.75,33.2666666666667
"706","2015-01-17","Koper",1,0.125,0,7.8,6.7125,5.5,16.7,13.125,11.2,0,0,1014.5,1013.575,1012.7,66.8,66.3125,65.9,0.6,0.225,0,13.7,13.6375,13.5,"NIZKA","SREDNJA","1",63.2166666666667,34.1666666666667
"707","2015-01-18","Koper",5,0.625,0,2,1.4625,1.1,3.9,2.7375,2.1,0,0,1017.2,1016.85,1016.6,77.1,70.35,60.3,-1.9,-2.525,-2.9,11.7,9.625,8.4,"NIZKA","SREDNJA","1",68.15,33.1333333333333
"708","2015-01-19","Koper",4,0.5,0,2,1.775,1.3,3.7,2.8625,2.2,0,0,1014,1013.1375,1012.6,91.7,88.35,84.7,-4.9,-5.5875,-6.3,4,3.2,2.7,"NIZKA","NIZKA","1",80.9666666666667,26.7
"709","2015-01-20","Koper",5,0.625,0,2.3,1.875,1.1,3.5,3.0375,2.1,0,0,1013.3,1012.35,1011.7,79.3,75.025,70.1,-4.3,-4.6875,-5.3,4.4,4,3.8,"NIZKA","SREDNJA","1",71.1166666666667,27.3
"710","2015-01-21","Koper",6,0.75,0,2.3,1.65,0.8,3.5,2.7625,1.6,0,0,1011.3,1010.8125,1010.4,78.3,74.85,72.6,-2,-2.6,-3.3,6.9,5.925,5.4,"VISOKA","NIZKA","1",65.35,29.7666666666667
"711","2015-01-24","Koper",1,0.125,0,4.2,3.325,2.2,10.2,8.225,5.9,0,0,1011.9,1011.6,1011.3,51.6,49.4375,47.3,-3.9,-4.15,-4.4,9.7,9.4625,9.3,"NIZKA","NIZKA","1",53.65,33.2666666666667
"712","2015-01-25","Koper",2,0.25,0,3.5,2.6625,2,7.7,6.4625,4.6,0,0,1014.9,1013,1011.6,50.8,48.3375,47.1,-6.2,-7.05,-7.6,8.1,7.625,7,"NIZKA","SREDNJA","1",51.3833333333333,27.0333333333333
"713","2015-01-26","Koper",9,1.125,0,1.6,1.15,0.8,4.1,3.0375,2,0,0,1024.2,1023.25,1022.8,42.6,39.1125,35.9,-9.2,-9.475,-10.1,6.6,5.9375,5.3,"NIZKA","SREDNJA","1",50.15,19.2
"714","2015-01-27","Koper",7,0.875,0,2.3,1.625,0.6,3.6,2.9875,2,0,0,1019.7,1017.6375,1016.2,64.7,62.5375,60.7,-6.8,-8.5625,-9.2,2.9,0.8375,0.2,"NIZKA","SREDNJA","1",60.1833333333333,10.5333333333333
"715","2015-01-28","Koper",6,0.75,0,2.7,1.625,0.4,5.9,3.4625,1.3,0,0,1017.8,1017.05,1016.6,64.1,52.9375,44.7,-8,-8.825,-9.3,4.8,3.4,2,"NIZKA","SREDNJA","1",66.1333333333333,13.9666666666667
"716","2015-01-29","Koper",4,0.5,0,2.7,2.1375,1.7,4.1,3.3125,2.5,0,0,1009.7,1007.2375,1004.9,65.2,58.65,50,-6.9,-8.175,-9.3,4.4,1.7875,-0.1,"NIZKA","SREDNJA","1",69.2,15.5
"717","2015-01-30","Koper",0,0,0,6.2,3.5625,1.7,12.4,7.125,3,1.225,9.8,986.7,979.8375,973.5,91,83.275,75.9,-3,-4.0375,-4.9,10.4,8.6,7.2,"NIZKA","SREDNJA","1",70.1,17.3333333333333
"718","2015-01-31","Koper",12,1.5,0,2.9,2.025,0.6,5.1,3.6,1.4,0,0,986.4,984.9375,983.2,86.2,79.2,67,-8.9,-10.1375,-10.7,3.5,2.225,1.1,"NIZKA","SREDNJA","1",73.9,12.8
"719","2015-02-01","Koper",8,1,0,1.3,0.875,0.3,2.9,2.0375,0.8,0.0375,0.3,987.6,987.35,986.8,81.4,75.7375,70.3,-6.8,-7.025,-7.2,6.1,5.4375,5,"NIZKA","SREDNJA","2",75.9166666666667,13.7
"720","2015-02-02","Koper",17,2.125,0,2.7,1.8375,0.8,4.3,3.175,1.2,0,0,1000,998.3,996.6,82.5,75.55,62.4,-9.2,-9.7125,-10.2,5,2.05,0.4,"NIZKA","SREDNJA","2",75.3833333333333,13.3666666666667
"721","2015-02-03","Koper",10,1.25,0,2.5,1.95,1.2,3.8,2.95,1.7,0,0,1003.5,1003.1875,1003.1,82,80.1625,78.9,-8.3,-9.075,-9.4,1.8,1.3125,0.7,"NIZKA","SREDNJA","2",73.0666666666667,17.8333333333333
"722","2015-02-04","Koper",6,0.75,0,3.5,2.275,1.5,7.8,5.25,2.6,0,1.4,1002.2,1000.6625,999.6,84.9,70.7375,60.6,-6.5,-6.775,-7.6,5.9,4.3,2.1,"NIZKA","SREDNJA","2",68.2166666666667,18.2
"723","2015-02-05","Koper",2,0.25,0,4.2,2.5875,1.3,9.7,7.1,3.9,0.3375,1.3,1008.3,1007.375,1006.3,67.8,62.325,54.3,-7.2,-7.4625,-8,5,4.75,4.4,"NIZKA","SREDNJA","2",67.2333333333333,17.5
"724","2015-02-06","Koper",9,1.125,0,7.3,6.8625,6.2,23.5,18.975,16.6,0,0,1002.9,1001.8125,1000.6,52.4,50.875,49.4,-5.4,-6.25,-6.9,5.5,5.125,4.8,"NIZKA","SREDNJA","2",69.1833333333333,15.9
"725","2015-02-07","Koper",6,0.75,0,5.3,4.4625,3.2,13.4,11.4125,8.6,0,0,1019.3,1017.1625,1015.2,48.3,43.7375,37.5,-8.4,-8.8375,-9.3,4.5,4.0875,3.7,"NIZKA","SREDNJA","2",75.4833333333333,17.4666666666667
"726","2015-02-08","Koper",13,1.625,0,2,1.4875,0.8,3.6,2.8625,2.4,0,0,1016.8,1013.75,1011.5,68,62.4,54.1,-3.4,-4.0375,-5.6,1.3,-0.3,-1.1,"NIZKA","SREDNJA","2",79.2833333333333,19.7
"727","2015-02-09","Koper",30,3.75,0,2.4,1.8625,0.9,6.4,3.875,2.5,0,0,1022.8,1021.425,1020.7,43.1,39.6125,35.9,-11.2,-12.4125,-13.1,2.1,1.3875,0.6,"NIZKA","SREDNJA","2",81.0333333333333,21
"728","2015-02-10","Koper",13,1.625,0,2.4,1.575,0.9,4.3,2.95,2.2,0,0,1022.2,1021.5875,1021.2,68.3,66.0625,63.6,-1.5,-2.2875,-3.7,1.8,1.2875,0.5,"VISOKA","SREDNJA","2",80.4333333333333,19.6333333333333
"729","2015-02-11","Koper",20,2.5,0,2.4,1.6,1.2,3.5,2.8,2.1,0,0,1026.5,1026.0375,1025.7,72.4,69.175,65.4,1.9,0.825,0.1,5.6,4.0875,2.7,"VISOKA","SREDNJA","2",76.2333333333333,24.9666666666667
"730","2015-02-12","Koper",28,3.5,0,2.5,1.8875,1.5,3.5,2.9,2.4,0,0,1025.8,1024.8375,1024.4,79.9,78.025,76.1,-0.8,-2.1,-3.2,3.1,2.5,1.7,"NIZKA","SREDNJA","2",69.2166666666667,32.8333333333333
"731","2015-02-13","Koper",11,1.375,0,1.9,1.3375,1,4.6,2.7,1.9,0,0,1025.8,1025.45,1025.2,68.1,63.6875,60.1,-0.2,-2.225,-2.8,5.3,4.5125,3.6,"VISOKA","SREDNJA","2",66.4,32.3666666666667
"732","2015-02-14","Koper",3,0.375,0,1.4,1,0.3,2.6,1.9375,0.9,0.0125,0.1,1021.4,1019.9625,1019.1,84.1,76.575,72.9,-3.8,-5.0125,-5.9,6.3,6.1375,5.9,"NIZKA","SREDNJA","2",69.6166666666667,31.7666666666667
"733","2015-02-15","Koper",17,2.125,0,2.5,1.8375,0.8,4.8,3.8,2.1,0,0,1015.4,1014.725,1014.3,68.9,66.925,64.7,-3,-3.1875,-3.4,9.7,9.5875,9.4,"NIZKA","SREDNJA","2",73.1166666666667,28.9666666666667
