"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"2053","Ljubljana",71,21.875,3.4,1.3125,0,8.7,3.9125,1.1,0.175,1,978.2,976.45,975.6,95.4,91.3,87,5.3,4.5375,3.6,11.1,10.125,9.6,75.8,"5",79.7833333333333
"2055","Ljubljana",165,42.75,0.7,0.225,0,2.1,1.0875,0,0,0,979.6,978.9875,978.3,99.7,94.8,89,6.1,4.7625,4,13,12,11,95.85,"5",72.75
"2056","Ljubljana",386,97.625,1,0.5,0.3,3.5,2.3875,1.6,0,0,975.4,974.9375,974.7,92,84.5875,73,7.2,5.5375,4.9,16,13.425,11.6,90.1,"5",84.9166666666667
"2064","Ljubljana",499,127,0.2,0.0375,0,2.3,0.6,0,0,0,987.7,986.925,986.4,92,82.025,67.7,15.1,12.275,10.9,20.4,17.25,15.4,131.5,"6",118.433333333333
"2065","Ljubljana",492,129,0.3,0.1125,0,2.7,1.275,0,0,0,989,988.2125,987.5,86.9,81.8875,67.7,15.3,13.875,13.1,23.5,20.1375,18.7,127.45,"6",130.216666666667
"2066","Ljubljana",500,126.125,0.7,0.3125,0,2.4,1.125,0,0,0,989.4,989.175,988.9,87.3,77.625,61.3,13.9,11.525,10.5,22.9,19.45,17.5,132.65,"6",130.583333333333
"2067","Ljubljana",515,130.5,0.9,0.225,0,3.5,1.275,0.2,0,0,988.4,987.85,987.3,91.2,81.875,70.5,16.7,13.3875,11.2,22.3,19.45,17.3,126.5,"6",130.533333333333
"2075","Ljubljana",454,105.375,1.4,0.6625,0,3.4,2,0,0,0,979.4,978.9375,978.7,75.8,68.8875,58.1,12.9,12.3,11.7,21.5,19.0875,17.4,122.3,"6",124.5
"2087","Ljubljana",520,132.75,0.9,0.2375,0,2.6,1.2,0.2,0,0,986.9,986.6875,986.3,92.4,83.175,64.7,7.9,7.125,6.7,18.5,14.875,12.6,104.6,"6",93.6833333333333
"2088","Ljubljana",333,88.625,0.6,0.1625,0,2.1,1.1375,0.1,0,0,984.6,984.2,983.9,87.8,80.8875,69.9,11.4,9.65,8.8,18.4,16.15,14.6,127.15,"6",97.7166666666667
"2089","Ljubljana",163,37.125,0.7,0.2,0,2.7,1.925,0.8,0,0,984.2,983.325,982.7,99.6,98.15,93.8,10.5,9.1625,8.5,15.8,15.0875,14.7,100.35,"6",111.983333333333
"2091","Ljubljana",497,124.875,1.4,0.425,0.1,3.2,2.1,1,0,0,987.6,987.3,986.9,95.2,89.95,77.3,12.3,10.475,9.9,19.3,16.95,15.3,119.5,"6",109.766666666667
"2093","Ljubljana",490,122.25,0.5,0.1125,0,1.8,0.65,0,0,0,988.5,988.1625,987.8,90.3,81.425,66.7,15.1,13.1875,12.5,22.1,19.2,17.5,145.1,"7",122.666666666667
"2095","Ljubljana",478,120.375,0.8,0.1625,0,2.5,1.175,0,0,0,991.3,990.5,990,83.7,80.65,68.7,16,13.9125,13.1,24.5,21.925,20.3,120.75,"7",140.366666666667
"2098","Ljubljana",500,124.625,0.6,0.1625,0,2.2,0.775,0,0,0,985.4,985.0875,984.7,88.4,79.5,66.2,12.2,10.8375,10.1,19.1,16,13.9,137,"7",126.566666666667
"2106","Ljubljana",443,103.625,0.3,0.0875,0,1.7,0.9625,0,0,0,981.4,981.05,980.4,87.4,81.5125,69.5,17.8,16.525,15.4,25.6,23.35,21.8,170.8,"7",158.133333333333
"2108","Ljubljana",436,101.75,1.3,0.5,0,3.5,1.4875,0,0,0,982.1,981.6125,981.2,88.2,80.8625,69,18.7,15.6375,14.9,25.3,22.8875,21.2,129.9,"7",158.35
"2109","Ljubljana",435,102.125,0.7,0.2375,0,2.3,1.1875,0,0,0,982.1,981.9,981.7,85.4,78.6375,65,19.7,16.9625,15.8,25.8,22.85,21.2,128.85,"7",144.35
"2114","Ljubljana",86,22.75,1,0.325,0,2.8,1.375,0,0,1.4,976.1,975.3375,974.7,97.3,93.0625,88.6,12.1,11.8625,11.4,19,18.2875,17.7,59.65,"7",80.7666666666667
"2115","Ljubljana",49,9.125,3.5,1.4375,0.2,10.6,3.8125,1.7,2.05,15,979.7,978.5375,977.6,99.9,98.6875,95.3,8.9,8.6375,8.4,16.2,16.05,15.6,58.6,"7",59.3333333333333
"2116","Ljubljana",83,14.75,1.3,0.575,0.1,2.9,2.25,1.7,0.9125,7.3,983.7,982.3375,981.2,97.7,96.575,94.1,7.3,6.7125,6,14,13.5875,13,93.5,"7",60.0833333333333
"2121","Ljubljana",198,38.5,0.7,0.1375,0,1.9,0.9375,0,0,0,983.4,982.25,981.7,91.5,87.1375,82.1,15.5,15.2625,15.1,22.5,21.5125,20.8,108.4,"8",100.75
"2125","Ljubljana",406,87.5,0.2,0.0625,0,1.8,0.7125,0,0,0,984.2,983.975,983.8,91.6,85.2,73.9,17,14.675,13.9,23,20.6625,19.3,125.05,"8",124.9
"2127","Ljubljana",216,42.375,0.3,0.0375,0,1.7,0.675,0,0,0,980.5,979.6125,979.2,80.8,76.3,67.8,15.8,15,14.5,20.4,19.325,18.3,129.15,"8",129.133333333333
"2131","Ljubljana",319,59.625,0.8,0.325,0,2.9,1.3875,0,0,0,975.6,974.925,974.4,95,91,78.9,16.1,15.6,15.2,21.4,20.075,19.4,132.75,"8",152.783333333333
"2140","Ljubljana",3,0.375,1.1,0.6,0.3,2.6,1.5125,1.1,0,0,974.6,972.8,972,99.2,97.55,95.4,-3,-3.5375,-3.8,1.4,0.5,-0.1,7.05,"1",51.6333333333333
"2146","Ljubljana",6,0.75,0.7,0.5125,0.4,1.6,1.2625,1,0,0,983.2,982.3125,981.7,90.7,88.7625,87.4,-10.1,-12.1625,-13.7,-6.3,-7.2875,-8.1,33.2,"1",45.7
"2147","Ljubljana",3,0.375,1,0.6125,0.3,2.1,1.425,0.9,0,0,982,981.45,981.2,88.9,87.95,84.8,-6.3,-7.125,-9.4,-6.4,-6.975,-7.3,25.4,"1",47.35
"2149","Ljubljana",4,0.5,0.9,0.5125,0.2,2.2,1.5375,0.9,0,0,997.5,996.35,995.5,87.3,78.4375,70.1,-10.2,-11.05,-11.8,-2.5,-3,-3.8,46.8,"1",31.4166666666667
"2150","Ljubljana",5,0.625,0.7,0.45,0.3,1.6,1.25,0.9,0,0,998.5,997.275,996.3,91,88.2875,86.4,-0.9,-2.725,-4,-5.7,-6.375,-6.9,13,"1",35.95
"2161","Ljubljana",16,2,0.8,0.525,0.3,3.2,2.075,1,0,0,989.5,987.2625,986.1,94.5,92.125,86.5,-4.1,-4.8875,-6.3,1.1,-0.3,-1.4,59.85,"2",65.0166666666667
"2164","Ljubljana",4,0.5,1.1,0.9125,0.8,2.5,2.1125,1.7,0.45,3.4,980,979.4125,979,98.3,95.0875,89,0,-0.125,-0.4,7.4,6.9,6.6,71.6,"2",70.8666666666667
"2165","Ljubljana",14,1.75,1.2,0.85,0.6,2.5,1.95,1.5,0,0.9,990.6,987.9625,985.9,98.3,97.2,96.5,-3.2,-3.4875,-3.7,1.9,1.1875,0.8,37.8,"2",74.7833333333333
"2168","Ljubljana",6,0.75,1,0.5875,0.2,2.1,1.4875,0.7,0.2375,1.8,979.6,978.275,977.7,97.8,97.0625,96.3,-0.6,-1.125,-1.4,3.9,3.7,3.5,30.65,"2",28.0333333333333
"2170","Ljubljana",28,3.5,1.5,0.7375,0.5,4.4,2.1125,1.3,0,0,985.7,985.1,984.6,94.5,91.9,87.7,0,-2.7375,-5.2,2.2,0.7625,0,80.45,"2",30.5
"2179","Ljubljana",16,2,1.1,0.6875,0.3,2.9,1.95,1.2,1.3625,10.9,976.4,974.6875,974,98.7,96.4375,94.3,-1.6,-2.6875,-3.8,5.1,4.5875,4.3,30.05,"3",32.7166666666667
"2181","Ljubljana",6,0.75,3,2.1625,1.3,7.6,4.7125,3.1,1.4375,11.5,965.1,963.85,963.2,95.4,91.4125,84.3,-3.1,-3.875,-4.9,4.3,3.225,1,44.7,"3",29.55
"2187","Ljubljana",40,5.375,1.8,1.25,0.7,3.9,2.8375,1.9,0.05,0.4,979.6,979.4875,979.3,94,87.65,79.9,-5.9,-6.45,-7.2,3.7,2.6375,1.7,54.55,"3",57
"2188","Ljubljana",119,16.625,1.3,0.7375,0.4,5.3,2.4125,1.2,0,0,975.7,974.825,974.3,89.5,85.9,83.8,-3.8,-4.4875,-4.7,3.6,3.125,2.3,81.15,"3",52.8166666666667
"2189","Ljubljana",28,3.75,2.1,1.425,0.3,4.1,2.775,1.1,0,0,981,979.45,978.3,75,69.5,63.1,-1.4,-2.0375,-2.7,6,5.65,5.1,52.75,"3",59.5166666666667
"2195","Ljubljana",199,30.875,0.7,0.375,0.1,1.5,0.9875,0.6,0,0,994.4,993.7375,993.3,82.6,79.15,76,-5.3,-5.625,-6,4,3.625,3.2,78.05,"3",61.3333333333333
"2197","Ljubljana",229,36.25,0.9,0.575,0.3,2,1.3875,1.1,0,0,982.2,981.15,980.7,85.6,80.1875,71,2.8,1.175,0.1,4.7,2.55,1.1,100.3,"3",69.6666666666667
"2201","Ljubljana",125,21.75,4.2,3.4125,2.2,7.6,6.525,4.1,0,0,971.9,969.8,968.3,66.7,61.4375,57,-4.4,-5.0375,-5.6,6.6,6.0125,5.4,66.55,"3",92.1166666666667
"2204","Ljubljana",223,36.125,2.1,1.1,0.4,4.6,2.6,1.4,0,0,982.7,981.25,980.5,75.1,63.825,50,-2.5,-2.625,-3.1,8.4,6.9375,5.3,72.3,"3",69.1666666666667
"2207","Ljubljana",172,28.75,2.2,1.4625,0.9,4.2,3.25,2.6,0,0,978.3,977.3,976.6,80.3,77.025,73.7,0.6,0.15,-0.1,11.3,10.5625,9.8,85.5,"3",80.3166666666667
"2219","Ljubljana",77,11.625,1.9,1.075,0.7,4.1,2.275,1.6,0,0,974.4,972.55,971.6,94.4,92.1625,88.4,1.5,1.2125,0.9,9.7,9.5625,9.3,67.75,"4",61.1833333333333
"2225","Ljubljana",391,79.5,2.7,2.2125,1.5,6.3,5.1875,3.8,0,0,977.9,977.525,977.3,68.1,64.525,58,2.8,2.4875,2.2,14.2,12.4875,11.2,101.5,"4",90.7833333333333
"2229","Ljubljana",360,60,1,0.65,0.3,2.2,1.5625,0.8,0,0,991.4,989.7875,988.7,96.3,92.4625,87.4,1.1,0.275,-0.4,6.5,5.575,4.9,93.45,"4",84.7833333333333
"2230","Ljubljana",386,75.75,1,0.5375,0.3,2.2,1.4125,0.9,0,0,992.8,992.475,992.1,87,81.7375,73.2,1.8,0.7375,-0.3,8.4,6.175,4.9,106.35,"4",83.85
"2234","Ljubljana",260,58.75,1.6,0.8625,0.3,3.1,1.9125,1.1,0,0,973.1,972.625,972,91.1,84.2625,73.5,-4.3,-5.8,-6.3,5.1,3.8375,3,83.2,"4",91.9166666666667
"2240","Ljubljana",32,10.875,1.6,0.825,0.3,3.1,2.05,1.2,0.05,0.4,978.7,977.9875,977.5,93.5,91.5875,89.1,2.4,2.1375,1.6,10.1,9.3625,9,82.3,"5",88.9833333333333
"2242","Ljubljana",271,55.625,2.2,1.75,1.1,3.6,3.1,2.2,0,0,981.8,980.3875,979.4,82.5,76.2875,63.6,3.2,2.4875,2.2,12.6,10.0375,9.2,90.05,"5",94.3833333333333
"2244","Ljubljana",453,101.875,1.5,0.8375,0.3,2.7,2,1.3,0,0,986.6,986.0875,985.8,88.1,80.6875,74.2,7.6,4.625,3.2,12.2,10.1625,8.4,108.7,"5",96.95
"2249","Ljubljana",265.6,59.925,1.3,0.6125,0.3,2.4,1.7,1,0,0.1,978.2,977.2125,976.3,88.1,85.325,79.4,5.2,4.5375,4,13.1,11.4,10.5,46.9,"5",101.333333333333
"2254","Ljubljana",464,87.625,1,0.675,0.3,2.2,1.5125,0.9,0,0,984.9,984.1625,983.8,92.7,89.2875,78.6,-2,-2.5375,-3,9.8,7.6125,6.9,88.9,"5",79.1166666666667
"2257","Ljubljana",85,21.0875,3.3,1.2125,0.6,6.3,2.825,1.4,0,0,978,977.0625,976.7,82.8,72.9,51.3,2.9,2.125,1.2,13.4,10.075,8.8,94.1,"5",94.0333333333333
"2261","Ljubljana",493,102.625,2.9,1.5,0.4,7.8,3.4375,1.8,0,0,978.8,978,977.1,74.8,64.8375,54.3,10.2,8.1875,5.9,17.7,15.675,13.7,117.75,"5",109.15
"2272","Ljubljana",477,134.375,1.4,0.975,0.6,3.6,2.4375,1.7,0,0,977.6,977.225,976.9,88,79.35,67.8,10.9,9.2375,8.2,18.7,14.9625,12.8,102.95,"6",81.9166666666667
"2277","Ljubljana",106.7,26.975,0.8,0.575,0.2,2,1.5625,0.9,0.0125,0.4,980.3,979.4875,979.2,92.5,90.7875,87.4,8.9,8.1375,7.4,16.4,15.825,15.5,68.35,"6",94.95
"2279","Ljubljana",462.3,115.025,1.5,0.6625,0.3,2.8,1.65,1,0,0.2,977.4,977.2875,977.1,94.5,89.2375,77.9,9.4,7.925,7.3,18.2,14.475,12.9,91.3,"6",85.35
"2281","Ljubljana",213,40.5,0.8,0.4125,0.1,1.9,1.2875,0.7,0.025,0.2,973,971.8625,971.5,93.1,91.025,85.5,8.5,7.5125,6.7,16,15.3625,15,74.3,"6",85.0333333333333
"2283","Ljubljana",76.9,14.325,2.4,1.3,0.4,6.9,3.5,1.8,4.55,36,967.4,966.575,965.8,95.8,93.7,91.2,7.1,6.2875,5.5,15.7,15.2,14.7,80.4,"6",76.1666666666667
"2285","Ljubljana",559.8,96.275,4.4,2.7625,1,9.7,6.4625,2.8,0.7,5.6,973.5,970.325,968.2,89.5,82.175,68.8,12.1,9.7,6.4,20.9,19.425,18.3,86.3,"6",76.7666666666667
"2287","Ljubljana",268,67,1.1,0.6875,0.5,2.7,1.8125,1.4,0,2.1,983.1,982.7875,982.4,87,82.325,73.7,8.4,7.85,7.4,15.3,13.5125,12.3,78.3,"6",84.0333333333333
"2295","Ljubljana",146,29.25,1.4,0.875,0.3,3.2,2.2,1.5,0,0,980.5,979.8625,979.5,82.3,77.725,70.1,12.7,11.6875,11.3,21.2,20.4875,20.1,60.45,"6",86.1666666666667
"2300","Ljubljana",492,121.625,1,0.55,0.1,2.5,1.5625,0.6,0,0,982.9,982.1875,981.6,89,83.2375,73,13.5,12.725,12.2,22.8,20.2625,18.8,118.15,"7",116.183333333333
"2304","Ljubljana",219,48.25,1.2,0.8125,0.4,3.4,2.175,1.4,0.0375,0.3,981.5,980.625,980.1,88.2,81.7125,71.9,14.1,12.9375,12,19.8,18.275,17.2,96.65,"7",89.8
"2306","Ljubljana",484,119,1.2,0.7,0.3,2.3,1.85,1.1,0,0,985.8,985.7125,985.6,86,77.7125,64.6,11.9,11.575,11.4,20.7,17.875,16.1,133.15,"7",109.15
"2310","Ljubljana",447,106,1.1,0.5875,0.2,2.2,1.625,0.6,0,0,978.9,978.6,978.3,81,74.0875,61.1,16.1,15.5375,15,24.5,21.575,19.9,135.3,"7",128.8
"2317","Ljubljana",471,112.375,0.9,0.55,0.2,2,1.525,1,0,0,987.3,986.65,986.2,92.7,88.475,76.2,13,12.5375,11.9,20.1,16.7125,15.2,101.15,"7",90.6
"2325","Ljubljana",419,83.75,1.7,0.6125,0.2,3.8,1.975,1.1,0,0,982.5,982.2625,982.1,86.1,78.9125,67.7,16,14.125,12.9,22.9,20.8375,19.9,121.5,"7",120.833333333333
"2326","Ljubljana",346,59.125,1,0.7,0.5,2.5,1.85,1.5,0.425,3.4,982.2,981.5375,981.2,93.7,89.5375,82.3,14.3,13.025,12,20.3,18.9,18.3,75.2,"7",114.983333333333
"2327","Ljubljana",245,49.625,0.8,0.475,0.2,2.4,1.3625,1,0,0,982.2,981.5625,981,94.9,91.6125,84,14.6,12.7875,11.8,19.5,18.3125,17.7,115.6,"7",102.7
"2333","Ljubljana",108.7,28.1,1.7,1.0625,0.7,5.1,2.975,2.2,0.325,0.2,984.9,984.2,983.4,91.8,88.25,77.1,10.1,8.7375,6.8,16.9,16.1,15.7,85.8,"8",115.216666666667
"2337","Ljubljana",32,10,3.5,1.4375,0.6,7.5,3.5,1.5,0.55,4.4,980.5,979.7125,978.8,85.3,71.85,62.5,9.3,8.6625,8.3,20.2,18.55,17,84.55,"8",109.2
"2340","Ljubljana",211,49.375,0.9,0.4625,0.1,2.2,1.4375,0.9,0,0,991.8,991.45,991.2,83.3,79.9,74.1,12.2,9.0625,7.9,15.3,14.1875,13.5,93.75,"8",89.1
"2344","Ljubljana",94.9,26.3375,1.4,0.8125,0.5,2.9,2.05,1.2,0,0,977.6,976.4125,975.7,88.7,84.125,79.5,12.8,11.9375,11.4,19.8,19.1,18.2,94.2,"8",102.133333333333
"2354","Ljubljana",179,33.75,0.7,0.325,0.1,1.5,1.075,0.7,0,0,985.7,985.3625,985,96.7,91.8125,87.8,18.4,16.5125,14.8,18.2,16.7375,15.7,147.6,"8",112.566666666667
"2355","Ljubljana",174.9,31.0875,0.8,0.4375,0.1,2,1.5875,0.9,0,0,983.2,982.4375,982,96,92.6875,88.7,19.2,17.4125,16.2,19,17.8,17.1,128.75,"8",127.333333333333
"2362","Ljubljana",42,7.875,1.1,0.7,0.3,2.7,1.825,1,0.05,0.4,980,979.4125,978.8,92,90.8625,88.6,10,9.5125,8.9,18.3,17.6875,17.3,71.45,"9",137.366666666667
"2368","Ljubljana",177,36.875,1,0.4,0.1,1.9,1.1875,0.6,0,0,983.2,982.175,981.6,89.6,85.6875,77.8,13.5,12.8625,12.4,19.1,17.5,16.6,124.85,"9",121.05
"2372","Ljubljana",198,35.125,0.9,0.325,0.1,1.9,1.2,0.7,0,0,982,981.5875,981.1,93.2,89.7,84.1,11.4,11.0125,10.6,17.8,16.525,15.7,112.1,"9",130.433333333333
"2373","Ljubljana",38,8.375,0.8,0.4375,0.1,2.6,1.6125,0.8,0.025,3.3,982.3,981.775,981.3,93.1,90.8875,88.9,10.6,9.9125,9,17.5,16.9,16.3,66.6,"9",124.716666666667
"2374","Ljubljana",332,56.125,1.5,0.9,0.2,3.9,2.4625,1,1.5625,9.4,976.2,975.175,974.6,95.6,93.2,85.3,9.5,8.6625,7.8,17.4,16.65,16.4,86.45,"9",103.883333333333
"2375","Ljubljana",106,15,0.9,0.6,0.1,2.3,1.7125,0.7,0,0,978,977.4,976.9,93.3,91.775,90.2,8.5,7.5875,7,15.4,14.975,14.5,69.5,"9",88.3833333333333
"2378","Ljubljana",84,14.375,1.9,1.3875,0.6,3.5,2.975,1.7,0,0,983.2,982.625,982.4,87.3,84.25,76.5,3.7,3.225,2.9,13.4,12.7375,12,82.7,"9",63.0833333333333
"2379","Ljubljana",266,42,0.5,0.2625,0.1,1.5,1.0875,0.6,0,0,986.9,985.825,985.3,96.7,90.8625,86,5.2,3.45,2.5,9.2,7.9375,6.7,88.05,"9",67.4833333333333
"2380","Ljubljana",153,29.5,0.5,0.2125,0,2.4,1.0875,0.5,0,0,990,989.4125,989.2,96.2,92.0875,87.3,8.1,4.9125,3.7,10.5,8.5625,6.9,96.8,"9",77.6833333333333
"2381","Ljubljana",214,36.375,0.7,0.4,0.2,1.9,1.2375,0.8,0,0,992.6,992.1125,991.8,94.6,90.6875,87.1,8.8,6.65,6.1,12.8,11.675,10.6,107.25,"9",89.1833333333333
"2382","Ljubljana",107,18.875,0.6,0.275,0,2.1,1.175,0.6,0,0,989.8,989.075,988.7,96.8,94.2,90.1,9.6,7.0125,6.2,11.2,9.5625,8.5,104.85,"9",97.3666666666667
"2383","Ljubljana",95,16.25,0.3,0.175,0,1.2,0.8625,0.1,0,0,986.9,986.15,985.7,97.2,93.0375,88.9,8.2,7.2625,6.5,11.1,9.7375,8.5,97.55,"9",102.966666666667
"2388","Ljubljana",245,38.75,1.1,0.65,0.4,2.4,1.5875,1,0,0,982.8,981.975,981.4,91.9,87.675,82.5,7.7,7.325,7.1,14.5,13,11.7,114.4,"10",113
"2389","Ljubljana",58,9.375,2,1.1,0.3,4.8,2.5875,1,0.7625,6.1,980.5,979.9875,979.4,92.3,81.8875,71.1,8,7.4875,7.2,17.1,14.5625,13,100.7,"10",118.083333333333
"2394","Ljubljana",98,13.625,0.2,0.025,0,1,0.375,0,0,0,980.6,980.4,980.2,91.9,89.625,86.4,1.9,1.3625,1,6.3,5.225,4.5,34.95,"10",55.1833333333333
"2398","Ljubljana",113,16.25,0.9,0.275,0,2.3,0.9625,0,0,0,981.7,980.6875,980.2,96.6,94,90.9,-2,-2.45,-2.9,6.1,5.1125,4.3,41.35,"10",51.3333333333333
"2400","Ljubljana",70,11,0.4,0.075,0,1.7,0.5625,0,0,0,984,983.0875,982.7,96.4,95.25,93.6,-1,-1.25,-1.5,3.5,2.7625,2.2,9.3,"10",38.9166666666667
"2402","Ljubljana",24,3.625,2.2,1.075,0.1,10.2,4,0.7,1.125,6.5,982.1,981.3125,980.5,94.9,92.9625,86.5,6.9,6.025,5.1,11.3,10.6875,10.4,28.6,"10",21.2666666666667
"2403","Ljubljana",30,4.625,1.1,0.5625,0.1,2.2,1.55,0.9,0,0,987.3,985.425,984.1,93.9,93.0625,92.4,9.8,7.475,6.5,12.9,12.3375,11.9,58.15,"10",18.2833333333333
"2408","Ljubljana",38,5.375,1.8,1.3,0.8,3.2,2.6,2,1.15,9.2,980.2,979.45,979,94.8,93.3,89.8,-0.1,-0.8625,-1.6,7.2,6.825,6.6,36.8,"10",29.7166666666667
"2409","Ljubljana",53,7.375,1.4,0.95,0.7,2.9,2.15,1.6,0,0,983,981.9625,981.3,96.2,95.1875,94.6,-1.1,-1.4125,-1.8,5,4.0625,2.9,38.5,"10",37.3333333333333
"2413","Ljubljana",46.9,6.35,1.2,0.8375,0.3,3,2.125,0.9,0.3375,1.5,989.1,987.275,985.9,96.4,93.85,88.8,7,6.5375,6.1,15.2,14.8125,14.4,54.4,"10",38.4166666666667
"2414","Ljubljana",96,13.375,2.1,0.9875,0.2,4.4,2.3375,0.8,0,0,993.8,992.5375,992,88.2,79.9125,70.6,3.2,2.075,1.6,12.2,9.85,8,57.35,"10",50.7666666666667
"2416","Ljubljana",45,6.375,0.6,0.475,0.3,1.9,1.3375,1,0,0,996.6,995.7,995.2,94.3,93.1625,91.2,8.4,7.7875,7.1,5.2,4.875,4.6,43.25,"10",52.1
"2422","Ljubljana",29,3.875,1.1,0.725,0.4,2.1,1.7,1.1,0,0,988.9,988.1125,987.5,98.4,97.625,96.8,-2.1,-4.1625,-4.9,2.1,1.1875,0.6,29.9,"11",52.6666666666667
"2423","Ljubljana",7.8,1.2,1.2,0.6875,0.2,2.4,1.8125,0.7,0.075,0.9,982.5,980.7,979.2,91,89.2125,86.5,2.3,0.575,-0.4,4.6,3.9625,3.4,17.1,"11",40.0166666666667
"2426","Ljubljana",7.9,0.9875,1.9,1.5,1,4,3.175,2,0.575,4.5,973.5,973.1375,972.9,92.5,90.1625,86.5,-2.9,-3.6125,-4,4.8,4.2625,3.5,41.45,"11",48.3166666666667
"2429","Ljubljana",23.9,3.1,1.3,0.7375,0.4,2.8,1.8125,1.1,0,0,978.3,977.1125,976.2,88.9,86.3,82.9,-1.5,-2.7125,-3.8,4.5,3.9125,3.5,24.2,"11",51.3166666666667
"2432","Ljubljana",25,3.125,1.3,0.9625,0.6,3.3,2.35,1.8,0,0,996.4,995.025,994.3,65.4,61.0125,57.3,-7.4,-7.95,-8.7,2.3,1.7625,1.5,57.7,"11",36.0666666666667
"2433","Ljubljana",32,4,1.1,0.625,0.3,2,1.2625,0.7,0,0,998.3,997.6375,997.2,88.9,85.9,82.3,-9.2,-9.75,-10.4,-1.3,-2.1,-2.9,65.15,"11",47.2333333333333
"2438","Ljubljana",32,4,0.8,0.6875,0.4,2.2,1.8125,1.3,0,1.3,981.9,980.5875,979.5,98.2,97.875,97.5,3.5,2.4,1.3,8.1,7.0875,6.5,59.05,"11",67.4333333333333
"2439","Ljubljana",5.9,0.7375,1.4,0.925,0.4,3.6,2.2375,1,0.4625,2.4,983.2,982.9375,982.6,95.6,94.525,93.6,4.6,3.4875,3,10.3,10.0375,9.8,9.3,"11",59.7333333333333
"2441","Ljubljana",21,2.625,0.9,0.6875,0.4,2.2,1.7625,1.3,0,0,987.5,986.7875,986.5,98.4,97.725,97.1,4.2,4.1125,3.8,9.8,8.95,8.3,57.4,"11",30.0166666666667
"2449","Ljubljana",14,1.75,0.9,0.5625,0.3,2.1,1.5375,1.1,0,0,989.3,988.825,988.4,87.2,84.8125,81.4,1,0.275,-0.7,-2.6,-3.25,-3.8,9.4,"12",53.5666666666667
"2454","Ljubljana",12,1.5,0.6,0.4125,0.2,1.4,1.0625,0.7,0,0,993.3,992.55,992.2,92.4,91.6875,90.7,2.3,0.8125,-0.6,-2.5,-3.6125,-4.6,13.75,"12",45.2166666666667
"2458","Ljubljana",15,1.875,0.7,0.3625,0.2,1.4,0.95,0.7,0,0,993.8,993.1125,992.6,91.3,90.675,88.8,7.7,6.9875,6.6,-2.3,-3.2625,-4.2,22.95,"12",16.7666666666667
"2460","Ljubljana",5,0.625,0.6,0.4875,0.3,1.7,1.4375,1.2,0,0,984.2,983.2125,982.6,95.9,93.4125,92.2,0.1,-0.6625,-1.7,0.6,0.2875,-0.2,5.9,"12",29.3833333333333
"2464","Ljubljana",3,0.375,2,1.1375,0.6,4.3,2.85,1.5,0,0,997.5,996.1125,995.1,85.2,77.625,68.4,-4.4,-6.7375,-7.8,3,2.7625,2.6,40.9,"12",23.25
"2467","Ljubljana",2,0.25,0.7,0.475,0.3,1.4,1.0875,0.7,0,0,997.6,996.45,995.3,90.7,88.9375,86.5,-3,-4.5375,-5.1,-1.6,-2.575,-3.5,35.25,"12",27.9
"2471","Ljubljana",2,0.25,1.3,0.8625,0.5,2.9,2.225,1.5,0,0,1000.4,999.64375,999.2,91.5,88.6875,86.9,5.5,4.375,3.5,-3.5,-3.7,-4.1,9.2,"12",24.4333333333333
"2472","Ljubljana",8,1,0.9,0.475,0.2,1.9,1.25,0.8,0,0,999.1,997,995.7,96.6,93.25,90.8,5.9,2.5,1,-4.1,-5.0125,-5.4,6.9,"12",17.6666666666667
"2473","Ljubljana",1,0.125,0.8,0.55,0.3,1.6,1.3125,0.9,0,0,992.4,991.8625,991.3,96.5,95.65,93.3,1.7,1.0625,0.5,-3,-3.325,-3.7,6.25,"12",12.3666666666667
